"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,3788,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.025,4590,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.05,5463,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.1,6595,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.15,7573,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.2,8385,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.25,9121,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.3,9781,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.35,10657,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.4,11400,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.45,12312,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.5,13186,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
NA,13186,"point","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.55,14052,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.6,14937,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.65,15994,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.7,16883,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.75,18659,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.8,20392,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.85,22298,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.9,25551,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.95,30768,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.975,35287,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.99,43815,"quantile","GM","1 wk ahead inc case","2021-06-13","2021-06-19"
0.01,1534,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.025,2185,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.05,2756,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.1,3853,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.15,4834,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.2,5625,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.25,6534,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.3,7384,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.35,8335,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.4,9596,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.45,10841,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.5,11898,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
NA,11898,"point","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.55,13179,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.6,14902,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.65,16638,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.7,18436,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.75,20975,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.8,24399,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.85,28245,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.9,35950,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.95,47720,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.975,58901,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.99,78709,"quantile","GM","2 wk ahead inc case","2021-06-13","2021-06-26"
0.01,458,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.025,961,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.05,1410,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.1,2192,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.15,2950,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.2,3825,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.25,4856,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.3,5666,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.35,6576,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.4,7619,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.45,8850,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.5,10326,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
NA,10326,"point","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.55,12639,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.6,14916,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.65,17719,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.7,20726,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.75,24171,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.8,29305,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.85,35905,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.9,50136,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.95,78503,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.975,104586,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.99,159445,"quantile","GM","3 wk ahead inc case","2021-06-13","2021-07-03"
0.01,161,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.025,382,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.05,667,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.1,1230,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.15,1842,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.2,2605,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.25,3504,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.3,4294,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.35,5106,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.4,6124,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.45,7698,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.5,9946,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
NA,9946,"point","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.55,12273,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.6,15544,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.65,18595,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.7,23208,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.75,27887,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.8,37142,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.85,47831,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.9,67903,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.95,130106,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.975,203871,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
0.99,333485,"quantile","GM","4 wk ahead inc case","2021-06-13","2021-07-10"
