"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,128924,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.025,137091,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.05,145733,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.1,158089,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.15,164033,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.2,171099,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.25,178118,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.3,183648,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.35,189848,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.4,194175,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.45,199418,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.5,204544,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
NA,204544,"point","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.55,209594,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.6,215209,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.65,220522,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.7,225978,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.75,231306,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.8,239748,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.85,249452,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.9,260849,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.95,276762,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.975,294034,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.99,315572,"quantile","PL","1 wk ahead inc case","2021-04-04","2021-04-10"
0.01,113848,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.025,130735,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.05,141088,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.1,155587,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.15,166428,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.2,175681,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.25,183879,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.3,191525,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.35,197830,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.4,205164,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.45,214228,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.5,220869,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
NA,220869,"point","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.55,229131,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.6,235674,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
0.65,242573,"quantile","PL","2 wk ahead inc case","2021-04-04","2021-04-17"
