"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,362,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.025,407,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.05,437,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.1,483,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.15,516,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.2,545,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.25,577,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.3,604,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.35,629,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.4,654,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.45,676,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.5,699,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
NA,699,"point","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.55,719,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.6,745,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.65,776,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.7,806,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.75,851,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.8,875,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.85,919,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.9,986,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.95,1082,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.975,1221,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.99,1308,"quantile","PL","1 wk ahead inc case","2021-06-27","2021-07-03"
0.01,194,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.025,236,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.05,261,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.1,296,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.15,321,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.2,352,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.25,380,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.3,408,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.35,432,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.4,452,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.45,476,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.5,500,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
NA,500,"point","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.55,524,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.6,545,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.65,572,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.7,603,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.75,644,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.8,686,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.85,723,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.9,793,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.95,903,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.975,1101,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.99,1325,"quantile","PL","2 wk ahead inc case","2021-06-27","2021-07-10"
0.01,103,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.025,122,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.05,143,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.1,178,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.15,202,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.2,231,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.25,252,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.3,276,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.35,293,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.4,315,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.45,334,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.5,353,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
NA,353,"point","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.55,376,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.6,396,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.65,423,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.7,449,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.75,480,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.8,514,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.85,568,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.9,646,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.95,780,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.975,936,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.99,1164,"quantile","PL","3 wk ahead inc case","2021-06-27","2021-07-17"
0.01,26,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.025,51,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.05,72,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.1,101,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.15,124,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.2,149,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.25,166,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.3,182,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.35,200,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.4,214,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.45,227,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.5,248,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
NA,248,"point","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.55,268,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.6,291,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.65,317,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.7,342,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.75,375,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.8,410,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.85,456,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.9,535,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.95,675,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.975,902,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
0.99,1162,"quantile","PL","4 wk ahead inc case","2021-06-27","2021-07-24"
