"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,10847,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.025,13139,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.05,14845,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.1,17837,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.15,19847,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.2,21956,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.25,23888,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.3,25476,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.35,27193,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.4,28992,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.45,30739,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.5,32567,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
NA,32567,"point","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.55,34588,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.6,36661,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.65,39578,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.7,43126,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.75,46760,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.8,50981,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.85,56498,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.9,65238,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.95,78222,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.975,91617,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.99,99783,"quantile","GM","1 wk ahead inc case","2021-05-30","2021-06-05"
0.01,8271,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.025,10485,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.05,12202,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.1,15141,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.15,17269,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.2,19411,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.25,21174,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.3,23175,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.35,25452,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.4,27191,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.45,28982,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.5,31044,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
NA,31044,"point","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.55,34259,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.6,37143,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.65,40663,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.7,44174,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.75,47996,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.8,54045,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.85,62562,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.9,74115,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.95,91858,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.975,105902,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.99,131806,"quantile","GM","2 wk ahead inc case","2021-05-30","2021-06-12"
0.01,5567,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.025,7546,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.05,9423,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.1,11896,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.15,14266,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.2,16868,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.25,18694,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.3,20433,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.35,23062,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.4,25254,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.45,27450,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.5,30751,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
NA,30751,"point","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.55,33420,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.6,36609,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.65,41562,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.7,46810,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.75,54566,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.8,61194,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.85,71371,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.9,86438,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.95,107724,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.975,135623,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.99,182612,"quantile","GM","3 wk ahead inc case","2021-05-30","2021-06-19"
0.01,3622,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.025,5252,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.05,6535,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.1,9209,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.15,11430,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.2,13456,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.25,15295,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.3,18052,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.35,20849,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.4,23368,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.45,26684,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.5,29510,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
NA,29510,"point","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.55,33899,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.6,38432,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.65,44101,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.7,51281,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.75,61021,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.8,71108,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.85,84783,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.9,104787,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.95,159822,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.975,206281,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
0.99,306808,"quantile","GM","4 wk ahead inc case","2021-05-30","2021-06-26"
