"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,1767,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.025,2235,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.05,2625,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.1,3138,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.15,3456,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.2,3784,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.25,4051,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.3,4366,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.35,4698,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.4,5048,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.45,5378,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.5,5684,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
NA,5684,"point","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.55,6018,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.6,6458,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.65,6915,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.7,7499,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.75,8015,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.8,8864,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.85,9527,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.9,10880,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.95,13125,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.975,15290,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.99,18313,"quantile","GM","1 wk ahead inc case","2021-06-20","2021-06-26"
0.01,577,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.025,911,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.05,1238,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.1,1633,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.15,1925,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.2,2198,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.25,2471,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.3,2725,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.35,2987,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.4,3263,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.45,3613,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.5,3922,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
NA,3922,"point","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
0.55,4235,"quantile","GM","2 wk ahead inc case","2021-06-20","2021-07-03"
