"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,26563,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.025,28954,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.05,31915,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.1,35073,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.15,37372,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.2,39506,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.25,40960,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.3,42968,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.35,44915,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.4,46356,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.45,48134,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.5,49495,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
NA,49495,"point","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.55,51503,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.6,53224,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.65,55476,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.7,57579,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.75,59400,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.8,61985,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.85,65538,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.9,69950,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.95,77060,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.975,82010,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.99,90379,"quantile","PL","1 wk ahead inc case","2021-05-02","2021-05-08"
0.01,17028,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.025,19375,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.05,23140,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.1,26385,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.15,29475,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.2,32248,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.25,34086,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.3,35663,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.35,37777,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.4,39931,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.45,41512,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.5,43458,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
NA,43458,"point","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.55,45537,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.6,47635,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.65,49161,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.7,51470,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.75,54871,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.8,58638,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.85,62574,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.9,68244,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.95,75952,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.975,85786,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.99,93401,"quantile","PL","2 wk ahead inc case","2021-05-02","2021-05-15"
0.01,11524,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.025,14042,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.05,16677,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.1,20474,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.15,22943,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.2,25187,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.25,27441,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.3,29305,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.35,30932,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.4,33473,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.45,35134,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.5,37039,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
NA,37039,"point","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.55,39427,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.6,41831,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.65,44454,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.7,47335,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.75,50879,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.8,55402,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.85,59629,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.9,68216,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.95,77455,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.975,94469,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.99,105945,"quantile","PL","3 wk ahead inc case","2021-05-02","2021-05-22"
0.01,7736,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.025,9392,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.05,12635,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.1,15142,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.15,17547,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.2,19813,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.25,22100,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.3,23883,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.35,26018,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.4,28485,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.45,30660,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.5,32754,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
NA,32754,"point","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.55,35372,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.6,37742,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.65,40128,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.7,44613,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.75,48605,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.8,53113,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
0.85,58381,"quantile","PL","4 wk ahead inc case","2021-05-02","2021-05-29"
