"quantile","value","type","location","target","forecast_date","target_end_date"
0.3,8733,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.35,9564,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.4,10550,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.45,11396,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.5,12452,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
NA,12452,"point","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.55,13276,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.6,14182,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.65,15168,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.7,16548,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.75,17590,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.8,19345,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.85,21490,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.9,24922,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.95,32462,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.975,37764,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.99,44912,"quantile","GM","2 wk ahead inc case","2021-06-06","2021-06-19"
0.01,1809,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.025,2217,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.05,2583,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.1,3193,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.15,3813,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.2,4570,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.25,5196,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.3,5890,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.35,6389,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.4,7206,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.45,8042,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.5,8736,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
NA,8736,"point","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.55,9583,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.6,10249,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.65,11060,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.7,12473,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.75,13841,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.8,15556,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.85,17896,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.9,20862,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.95,29761,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.975,35883,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.99,48576,"quantile","GM","3 wk ahead inc case","2021-06-06","2021-06-26"
0.01,952,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.025,1146,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.05,1406,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.1,1840,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.15,2276,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.2,2876,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.25,3243,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.3,3747,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.35,4218,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.4,4910,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.45,5628,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.5,6278,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
NA,6278,"point","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.55,7056,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.6,7627,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.65,8479,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.7,9854,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.75,11494,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.8,13037,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.85,15001,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.9,18069,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.95,26518,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.975,36929,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
0.99,56603,"quantile","GM","4 wk ahead inc case","2021-06-06","2021-07-03"
