"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,31662,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.025,40911,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.05,45677,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.1,52612,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.15,58314,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.2,64290,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.25,70934,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.3,75514,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.35,83273,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.4,90069,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.45,97534,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.5,103615,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
NA,103615,"point","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.55,112426,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.6,120731,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.65,129615,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.7,140839,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.75,154786,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.8,168526,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.85,192776,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.9,217162,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.95,275488,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.975,329311,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.99,397893,"quantile","GM","1 wk ahead inc case","2021-05-02","2021-05-08"
0.01,16504,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.025,20975,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.05,26100,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.1,32308,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.15,37156,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.2,42962,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.25,49738,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.3,57396,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.35,64657,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.4,71067,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.45,78854,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.5,90044,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
NA,90044,"point","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.55,100700,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.6,113129,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.65,129507,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.7,142180,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.75,162828,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.8,192108,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.85,226141,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.9,282129,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.95,403955,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.975,524436,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.99,661761,"quantile","GM","2 wk ahead inc case","2021-05-02","2021-05-15"
0.01,7841,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.025,10445,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.05,14104,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.1,18685,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.15,24431,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.2,29302,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.25,34056,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.3,40821,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.35,47289,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.4,56069,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.45,65507,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.5,79335,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
NA,79335,"point","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.55,93373,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.6,106282,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.65,124058,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.7,145633,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.75,173809,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.8,216366,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.85,278715,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.9,381457,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
0.95,575473,"quantile","GM","3 wk ahead inc case","2021-05-02","2021-05-22"
