"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,588,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.025,637,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.05,689,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.1,767,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.15,834,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.2,883,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.25,937,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.3,987,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.35,1030,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.4,1067,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.45,1111,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.5,1146,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
NA,1146,"point","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.55,1192,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.6,1242,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.65,1312,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.7,1359,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.75,1432,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.8,1488,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.85,1573,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.9,1715,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.95,1917,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.975,2083,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.99,2340,"quantile","PL","1 wk ahead inc case","2021-06-20","2021-06-26"
0.01,315,"quantile","PL","2 wk ahead inc case","2021-06-20","2021-07-03"
