"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,3308,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.025,3636,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.05,3967,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.1,4422,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.15,4768,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.2,5072,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.25,5312,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.3,5517,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.35,5773,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.4,6046,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.45,6276,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.5,6464,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
NA,6464,"point","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.55,6717,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.6,6999,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.65,7268,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.7,7571,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.75,7850,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.8,8272,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.85,8725,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.9,9491,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.95,10587,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.975,11689,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.99,12842,"quantile","PL","1 wk ahead inc case","2021-05-30","2021-06-05"
0.01,2941,"quantile","PL","2 wk ahead inc case","2021-05-30","2021-06-12"
0.025,3399,"quantile","PL","2 wk ahead inc case","2021-05-30","2021-06-12"
0.05,3707,"quantile","PL","2 wk ahead inc case","2021-05-30","2021-06-12"
0.1,4184,"quantile","PL","2 wk ahead inc case","2021-05-30","2021-06-12"
0.15,4486,"quantile","PL","2 wk ahead inc case","2021-05-30","2021-06-12"
0.2,4700,"quantile","PL","2 wk ahead inc case","2021-05-30","2021-06-12"
