"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,7757,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.025,8411,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.05,9039,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.1,9832,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.15,10304,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.2,10914,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.25,11269,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.3,11742,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.35,12092,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.4,12452,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.45,12844,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.5,13274,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
NA,13274,"point","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.55,13713,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.6,14172,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.65,14675,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.7,15168,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.75,15822,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.8,16486,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.85,17480,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.9,18583,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.95,20460,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.975,23009,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.99,24543,"quantile","PL","1 wk ahead inc case","2021-05-23","2021-05-29"
0.01,5541,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.025,6100,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.05,6712,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.1,7496,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.15,8281,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.2,8888,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.25,9404,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.3,9846,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.35,10374,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.4,10861,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.45,11250,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.5,11797,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
NA,11797,"point","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.55,12374,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.6,12884,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.65,13334,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.7,13901,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.75,14667,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.8,15417,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.85,16558,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.9,18165,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.95,20578,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.975,23637,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.99,25526,"quantile","PL","2 wk ahead inc case","2021-05-23","2021-06-05"
0.01,3484,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.025,4205,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.05,4984,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.1,5855,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.15,6549,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.2,7143,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.25,7642,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.3,8158,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.35,8845,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.4,9364,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.45,9918,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.5,10440,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
NA,10440,"point","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.55,10871,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.6,11446,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.65,12055,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.7,12786,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.75,13733,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.8,14797,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.85,16146,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.9,18231,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.95,21288,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.975,25060,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.99,29754,"quantile","PL","3 wk ahead inc case","2021-05-23","2021-06-12"
0.01,2466,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.025,3074,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.05,3594,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.1,4632,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.15,5173,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.2,5621,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.25,6154,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.3,6809,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.35,7331,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.4,8027,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.45,8629,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.5,9234,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
NA,9234,"point","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.55,9706,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.6,10278,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.65,11115,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.7,12079,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.75,13188,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.8,14450,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.85,15933,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.9,18804,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.95,22513,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.975,27691,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
0.99,32884,"quantile","PL","4 wk ahead inc case","2021-05-23","2021-06-19"
