"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,42198,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.025,46155,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.05,51205,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.1,55171,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.15,58345,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.2,60879,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.25,63822,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.3,66441,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.35,68935,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.4,71277,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.45,73460,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.5,75436,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
NA,75436,"point","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.55,78500,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.6,80775,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.65,82769,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.7,85480,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.75,88541,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.8,91663,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.85,95500,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.9,99935,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.95,111944,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.975,119460,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.99,127967,"quantile","PL","1 wk ahead inc case","2021-04-25","2021-05-01"
0.01,27931,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.025,31615,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.05,36648,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.1,41682,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.15,45116,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.2,47980,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.25,50290,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.3,53404,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.35,55765,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.4,58455,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.45,61331,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.5,63851,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
NA,63851,"point","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.55,66568,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.6,69261,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.65,72015,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.7,75204,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.75,78287,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.8,82487,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.85,88632,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.9,96147,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.95,105385,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.975,114985,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.99,127195,"quantile","PL","2 wk ahead inc case","2021-04-25","2021-05-08"
0.01,19980,"quantile","PL","3 wk ahead inc case","2021-04-25","2021-05-15"
0.025,22076,"quantile","PL","3 wk ahead inc case","2021-04-25","2021-05-15"
0.05,26568,"quantile","PL","3 wk ahead inc case","2021-04-25","2021-05-15"
0.1,31383,"quantile","PL","3 wk ahead inc case","2021-04-25","2021-05-15"
0.15,34392,"quantile","PL","3 wk ahead inc case","2021-04-25","2021-05-15"
0.2,37032,"quantile","PL","3 wk ahead inc case","2021-04-25","2021-05-15"
0.25,40362,"quantile","PL","3 wk ahead inc case","2021-04-25","2021-05-15"
