"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,1163,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.025,1334,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.05,1512,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.1,1765,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.15,1958,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.2,2148,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.25,2293,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.3,2429,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.35,2546,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.4,2703,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.45,2895,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.5,3032,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
NA,3032,"point","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.55,3234,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.6,3397,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.65,3601,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.7,3832,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.75,4112,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.8,4355,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.85,4726,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.9,5383,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.95,6454,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.975,7166,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.99,8899,"quantile","GM","1 wk ahead inc case","2021-06-27","2021-07-03"
0.01,506,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.025,609,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.05,693,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.1,915,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.15,1056,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.2,1182,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.25,1298,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.3,1406,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.35,1543,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.4,1679,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.45,1827,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.5,1946,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
NA,1946,"point","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.55,2063,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.6,2243,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.65,2405,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.7,2642,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.75,2844,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.8,3197,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.85,3636,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.9,4183,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.95,5200,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.975,6382,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.99,8051,"quantile","GM","2 wk ahead inc case","2021-06-27","2021-07-10"
0.01,232,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.025,318,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.05,388,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.1,470,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.15,571,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.2,661,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.25,747,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.3,847,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.35,930,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.4,1013,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.45,1119,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.5,1230,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
NA,1230,"point","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.55,1321,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.6,1441,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.65,1583,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.7,1749,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.75,1977,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.8,2290,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.85,2681,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.9,3177,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.95,4259,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.975,5208,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.99,6493,"quantile","GM","3 wk ahead inc case","2021-06-27","2021-07-17"
0.01,111,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
0.025,146,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
0.05,188,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
0.1,247,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
0.15,298,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
0.2,367,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
0.25,439,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
0.3,504,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
0.35,574,"quantile","GM","4 wk ahead inc case","2021-06-27","2021-07-24"
