"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,18273,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.025,20563,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.05,22383,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.1,24461,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.15,26353,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.2,27676,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.25,29095,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.3,30052,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.35,31184,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.4,32299,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.45,33231,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.5,34292,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
NA,34292,"point","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.55,35074,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.6,36298,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.65,37654,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.7,38990,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.75,40535,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.8,42237,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.85,44893,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.9,47590,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.95,53161,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.975,56871,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.99,62864,"quantile","PL","1 wk ahead inc case","2021-05-09","2021-05-15"
0.01,13066,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.025,15360,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.05,17512,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.1,19500,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.15,21491,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.2,23109,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.25,24638,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.3,25757,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.35,27385,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.4,28853,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.45,30268,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.5,31762,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
NA,31762,"point","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.55,33182,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.6,34552,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.65,36616,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.7,38421,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.75,41116,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.8,43588,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.85,46101,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.9,51477,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.95,57270,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.975,64461,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.99,75630,"quantile","PL","2 wk ahead inc case","2021-05-09","2021-05-22"
0.01,9762,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.025,11635,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.05,13941,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.1,15875,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.15,17855,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.2,19544,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.25,21207,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.3,22646,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.35,24111,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.4,25376,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.45,27191,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.5,28906,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
NA,28906,"point","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.55,30630,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.6,32677,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.65,34836,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.7,37356,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.75,40270,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.8,44572,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.85,48121,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.9,53863,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.95,63990,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.975,76937,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.99,89615,"quantile","PL","3 wk ahead inc case","2021-05-09","2021-05-29"
0.01,6959,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.025,8633,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.05,10245,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.1,12603,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.15,14425,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.2,16418,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.25,18038,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.3,19612,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.35,21723,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.4,23399,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.45,25248,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.5,27045,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
NA,27045,"point","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.55,28900,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.6,31492,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.65,33879,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.7,36928,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.75,39598,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.8,44403,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.85,52248,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.9,60720,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.95,73528,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.975,83677,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
0.99,104006,"quantile","PL","4 wk ahead inc case","2021-05-09","2021-06-05"
