"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,44940,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.025,51028,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.05,58940,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.1,66870,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.15,73716,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.2,78912,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.25,84071,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.3,88986,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.35,94143,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.4,98841,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.45,102911,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.5,107847,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
NA,107847,"point","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.55,113629,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.6,119256,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.65,124739,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.7,130557,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.75,136663,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.8,145418,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.85,158232,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.9,174183,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.95,197443,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.975,222471,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.99,245108,"quantile","GM","1 wk ahead inc case","2021-04-11","2021-04-17"
0.01,31198,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.025,38365,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.05,43682,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.1,53719,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.15,60825,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.2,66404,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.25,72310,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.3,79465,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.35,87421,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.4,93935,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.45,99314,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.5,107108,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
NA,107108,"point","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.55,114442,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.6,121703,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.65,130032,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.7,141379,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.75,152363,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.8,169261,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.85,183872,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.9,207525,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.95,274807,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.975,326599,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.99,381754,"quantile","GM","2 wk ahead inc case","2021-04-11","2021-04-24"
0.01,20338,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.025,25534,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.05,31542,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.1,42118,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.15,49567,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.2,59014,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.25,64726,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.3,72550,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.35,78937,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.4,87820,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.45,97921,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.5,107022,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
NA,107022,"point","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.55,115875,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.6,124566,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.65,134443,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.7,150287,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.75,168315,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.8,192310,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.85,219009,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.9,257398,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.95,333631,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
0.975,457324,"quantile","GM","3 wk ahead inc case","2021-04-11","2021-05-01"
