date,location,location_name,value
2021-06-28,GM,Germany,90762
2021-06-28,GM01,Baden-Württemberg State,10226
2021-06-28,GM02,Free State of Bavaria,15243
2021-06-28,GM03,Free Hanseatic City of Bremen,484
2021-06-28,GM04,Free Hanseatic City of Hamburg,1590
2021-06-28,GM05,Hesse State,7505
2021-06-28,GM06,Lower Saxony State,5757
2021-06-28,GM07,North Rhine-Westphalia State,17113
2021-06-28,GM08,Rhineland-Palatinate State,3882
2021-06-28,GM09,Saarland State,1019
2021-06-28,GM10,Schleswig-Holstein State,1620
2021-06-28,GM11,Brandenburg State,3794
2021-06-28,GM12,Mecklenburg-Western Pomerania State,1152
2021-06-28,GM13,Free State of Saxony,10068
2021-06-28,GM14,Sachsen-Anhalt State,3425
2021-06-28,GM15,Free State of Thuringia,4328
2021-06-28,GM16,Berlin State,3556
