date,location,location_name,value
2022-09-21,GM,Germany,149169
2022-09-21,GM01,Baden-Württemberg State,17229
2022-09-21,GM02,Free State of Bavaria,25740
2022-09-21,GM03,Free Hanseatic City of Bremen,835
2022-09-21,GM04,Free Hanseatic City of Hamburg,3028
2022-09-21,GM05,Hesse State,11042
2022-09-21,GM06,Lower Saxony State,10721
2022-09-21,GM07,North Rhine-Westphalia State,27305
2022-09-21,GM08,Rhineland-Palatinate State,6138
2022-09-21,GM09,Saarland State,1843
2022-09-21,GM10,Schleswig-Holstein State,2864
2022-09-21,GM11,Brandenburg State,5894
2022-09-21,GM12,Mecklenburg-Western Pomerania State,2448
2022-09-21,GM13,Free State of Saxony,15982
2022-09-21,GM14,Sachsen-Anhalt State,5697
2022-09-21,GM15,Free State of Thuringia,7604
2022-09-21,GM16,Berlin State,4799
