date,location,location_name,value
2022-04-27,GM,Germany,134832
2022-04-27,GM01,Baden-Württemberg State,15705
2022-04-27,GM02,Free State of Bavaria,23464
2022-04-27,GM03,Free Hanseatic City of Bremen,746
2022-04-27,GM04,Free Hanseatic City of Hamburg,2513
2022-04-27,GM05,Hesse State,9893
2022-04-27,GM06,Lower Saxony State,8688
2022-04-27,GM07,North Rhine-Westphalia State,24594
2022-04-27,GM08,Rhineland-Palatinate State,5484
2022-04-27,GM09,Saarland State,1626
2022-04-27,GM10,Schleswig-Holstein State,2431
2022-04-27,GM11,Brandenburg State,5545
2022-04-27,GM12,Mecklenburg-Western Pomerania State,2145
2022-04-27,GM13,Free State of Saxony,15227
2022-04-27,GM14,Sachsen-Anhalt State,5228
2022-04-27,GM15,Free State of Thuringia,7080
2022-04-27,GM16,Berlin State,4463
