date,location,location_name,value
2021-11-26,GM,Germany,100476
2021-11-26,GM01,Baden-Württemberg State,11622
2021-11-26,GM02,Free State of Bavaria,17304
2021-11-26,GM03,Free Hanseatic City of Bremen,546
2021-11-26,GM04,Free Hanseatic City of Hamburg,1885
2021-11-26,GM05,Hesse State,8102
2021-11-26,GM06,Lower Saxony State,6304
2021-11-26,GM07,North Rhine-Westphalia State,18853
2021-11-26,GM08,Rhineland-Palatinate State,4251
2021-11-26,GM09,Saarland State,1106
2021-11-26,GM10,Schleswig-Holstein State,1783
2021-11-26,GM11,Brandenburg State,4077
2021-11-26,GM12,Mecklenburg-Western Pomerania State,1315
2021-11-26,GM13,Free State of Saxony,10835
2021-11-26,GM14,Sachsen-Anhalt State,3762
2021-11-26,GM15,Free State of Thuringia,4917
2021-11-26,GM16,Berlin State,3814
