date,location,location_name,value
2022-07-31,GM,Germany,143972
2022-07-31,GM01,Baden-Württemberg State,16607
2022-07-31,GM02,Free State of Bavaria,24893
2022-07-31,GM03,Free Hanseatic City of Bremen,813
2022-07-31,GM04,Free Hanseatic City of Hamburg,2829
2022-07-31,GM05,Hesse State,10619
2022-07-31,GM06,Lower Saxony State,10000
2022-07-31,GM07,North Rhine-Westphalia State,26371
2022-07-31,GM08,Rhineland-Palatinate State,5914
2022-07-31,GM09,Saarland State,1770
2022-07-31,GM10,Schleswig-Holstein State,2726
2022-07-31,GM11,Brandenburg State,5770
2022-07-31,GM12,Mecklenburg-Western Pomerania State,2330
2022-07-31,GM13,Free State of Saxony,15697
2022-07-31,GM14,Sachsen-Anhalt State,5481
2022-07-31,GM15,Free State of Thuringia,7442
2022-07-31,GM16,Berlin State,4710
