date,location,location_name,value
2022-07-14,GM,Germany,142284
2022-07-14,GM01,Baden-Württemberg State,16455
2022-07-14,GM02,Free State of Bavaria,24613
2022-07-14,GM03,Free Hanseatic City of Bremen,802
2022-07-14,GM04,Free Hanseatic City of Hamburg,2755
2022-07-14,GM05,Hesse State,10505
2022-07-14,GM06,Lower Saxony State,9813
2022-07-14,GM07,North Rhine-Westphalia State,25957
2022-07-14,GM08,Rhineland-Palatinate State,5824
2022-07-14,GM09,Saarland State,1742
2022-07-14,GM10,Schleswig-Holstein State,2654
2022-07-14,GM11,Brandenburg State,5741
2022-07-14,GM12,Mecklenburg-Western Pomerania State,2282
2022-07-14,GM13,Free State of Saxony,15639
2022-07-14,GM14,Sachsen-Anhalt State,5436
2022-07-14,GM15,Free State of Thuringia,7391
2022-07-14,GM16,Berlin State,4675
