date,location,location_name,value
2022-08-31,GM,Germany,147404
2022-08-31,GM01,Baden-Württemberg State,16933
2022-08-31,GM02,Free State of Bavaria,25419
2022-08-31,GM03,Free Hanseatic City of Bremen,828
2022-08-31,GM04,Free Hanseatic City of Hamburg,2963
2022-08-31,GM05,Hesse State,10916
2022-08-31,GM06,Lower Saxony State,10468
2022-08-31,GM07,North Rhine-Westphalia State,27031
2022-08-31,GM08,Rhineland-Palatinate State,6064
2022-08-31,GM09,Saarland State,1823
2022-08-31,GM10,Schleswig-Holstein State,2817
2022-08-31,GM11,Brandenburg State,5858
2022-08-31,GM12,Mecklenburg-Western Pomerania State,2413
2022-08-31,GM13,Free State of Saxony,15896
2022-08-31,GM14,Sachsen-Anhalt State,5645
2022-08-31,GM15,Free State of Thuringia,7565
2022-08-31,GM16,Berlin State,4765
