date,location,location_name,value
2021-12-12,GM,Germany,105638
2021-12-12,GM01,Baden-Württemberg State,12264
2021-12-12,GM02,Free State of Bavaria,18565
2021-12-12,GM03,Free Hanseatic City of Bremen,565
2021-12-12,GM04,Free Hanseatic City of Hamburg,1925
2021-12-12,GM05,Hesse State,8316
2021-12-12,GM06,Lower Saxony State,6560
2021-12-12,GM07,North Rhine-Westphalia State,19489
2021-12-12,GM08,Rhineland-Palatinate State,4409
2021-12-12,GM09,Saarland State,1149
2021-12-12,GM10,Schleswig-Holstein State,1830
2021-12-12,GM11,Brandenburg State,4324
2021-12-12,GM12,Mecklenburg-Western Pomerania State,1374
2021-12-12,GM13,Free State of Saxony,11628
2021-12-12,GM14,Sachsen-Anhalt State,3956
2021-12-12,GM15,Free State of Thuringia,5360
2021-12-12,GM16,Berlin State,3924
