date,location,location_name,value
2022-06-28,GM,Germany,140847
2022-06-28,GM01,Baden-Württemberg State,16294
2022-06-28,GM02,Free State of Bavaria,24354
2022-06-28,GM03,Free Hanseatic City of Bremen,789
2022-06-28,GM04,Free Hanseatic City of Hamburg,2721
2022-06-28,GM05,Hesse State,10333
2022-06-28,GM06,Lower Saxony State,9622
2022-06-28,GM07,North Rhine-Westphalia State,25716
2022-06-28,GM08,Rhineland-Palatinate State,5746
2022-06-28,GM09,Saarland State,1718
2022-06-28,GM10,Schleswig-Holstein State,2597
2022-06-28,GM11,Brandenburg State,5713
2022-06-28,GM12,Mecklenburg-Western Pomerania State,2255
2022-06-28,GM13,Free State of Saxony,15594
2022-06-28,GM14,Sachsen-Anhalt State,5400
2022-06-28,GM15,Free State of Thuringia,7355
2022-06-28,GM16,Berlin State,4640
