date,location,location_name,value
2022-06-13,GM,Germany,139807
2022-06-13,GM01,Baden-Württemberg State,16188
2022-06-13,GM02,Free State of Bavaria,24177
2022-06-13,GM03,Free Hanseatic City of Bremen,780
2022-06-13,GM04,Free Hanseatic City of Hamburg,2682
2022-06-13,GM05,Hesse State,10226
2022-06-13,GM06,Lower Saxony State,9440
2022-06-13,GM07,North Rhine-Westphalia State,25522
2022-06-13,GM08,Rhineland-Palatinate State,5699
2022-06-13,GM09,Saarland State,1702
2022-06-13,GM10,Schleswig-Holstein State,2568
2022-06-13,GM11,Brandenburg State,5689
2022-06-13,GM12,Mecklenburg-Western Pomerania State,2243
2022-06-13,GM13,Free State of Saxony,15560
2022-06-13,GM14,Sachsen-Anhalt State,5375
2022-06-13,GM15,Free State of Thuringia,7326
2022-06-13,GM16,Berlin State,4630
