date,location,location_name,value
2022-09-27,GM,Germany,149576
2022-09-27,GM01,Baden-Württemberg State,17265
2022-09-27,GM02,Free State of Bavaria,25786
2022-09-27,GM03,Free Hanseatic City of Bremen,836
2022-09-27,GM04,Free Hanseatic City of Hamburg,3058
2022-09-27,GM05,Hesse State,11065
2022-09-27,GM06,Lower Saxony State,10771
2022-09-27,GM07,North Rhine-Westphalia State,27384
2022-09-27,GM08,Rhineland-Palatinate State,6164
2022-09-27,GM09,Saarland State,1848
2022-09-27,GM10,Schleswig-Holstein State,2878
2022-09-27,GM11,Brandenburg State,5906
2022-09-27,GM12,Mecklenburg-Western Pomerania State,2455
2022-09-27,GM13,Free State of Saxony,16022
2022-09-27,GM14,Sachsen-Anhalt State,5708
2022-09-27,GM15,Free State of Thuringia,7622
2022-09-27,GM16,Berlin State,4808
