date,location,location_name,value
2022-03-01,GM,Germany,122937
2022-03-01,GM01,Baden-Württemberg State,14278
2022-03-01,GM02,Free State of Bavaria,21371
2022-03-01,GM03,Free Hanseatic City of Bremen,681
2022-03-01,GM04,Free Hanseatic City of Hamburg,2294
2022-03-01,GM05,Hesse State,9190
2022-03-01,GM06,Lower Saxony State,7465
2022-03-01,GM07,North Rhine-Westphalia State,22272
2022-03-01,GM08,Rhineland-Palatinate State,4995
2022-03-01,GM09,Saarland State,1403
2022-03-01,GM10,Schleswig-Holstein State,2116
2022-03-01,GM11,Brandenburg State,5183
2022-03-01,GM12,Mecklenburg-Western Pomerania State,1767
2022-03-01,GM13,Free State of Saxony,14308
2022-03-01,GM14,Sachsen-Anhalt State,4754
2022-03-01,GM15,Free State of Thuringia,6615
2022-03-01,GM16,Berlin State,4245
