date,location,location_name,value
2021-06-03,GM,Germany,88940
2021-06-03,GM01,Baden-Württemberg State,10003
2021-06-03,GM02,Free State of Bavaria,14990
2021-06-03,GM03,Free Hanseatic City of Bremen,475
2021-06-03,GM04,Free Hanseatic City of Hamburg,1566
2021-06-03,GM05,Hesse State,7382
2021-06-03,GM06,Lower Saxony State,5645
2021-06-03,GM07,North Rhine-Westphalia State,16820
2021-06-03,GM08,Rhineland-Palatinate State,3745
2021-06-03,GM09,Saarland State,1011
2021-06-03,GM10,Schleswig-Holstein State,1597
2021-06-03,GM11,Brandenburg State,3736
2021-06-03,GM12,Mecklenburg-Western Pomerania State,1124
2021-06-03,GM13,Free State of Saxony,9761
2021-06-03,GM14,Sachsen-Anhalt State,3358
2021-06-03,GM15,Free State of Thuringia,4228
2021-06-03,GM16,Berlin State,3499
