date,location,location_name,value
2021-12-11,GM,Germany,105506
2021-12-11,GM01,Baden-Württemberg State,12246
2021-12-11,GM02,Free State of Bavaria,18533
2021-12-11,GM03,Free Hanseatic City of Bremen,565
2021-12-11,GM04,Free Hanseatic City of Hamburg,1917
2021-12-11,GM05,Hesse State,8310
2021-12-11,GM06,Lower Saxony State,6560
2021-12-11,GM07,North Rhine-Westphalia State,19478
2021-12-11,GM08,Rhineland-Palatinate State,4409
2021-12-11,GM09,Saarland State,1148
2021-12-11,GM10,Schleswig-Holstein State,1830
2021-12-11,GM11,Brandenburg State,4320
2021-12-11,GM12,Mecklenburg-Western Pomerania State,1374
2021-12-11,GM13,Free State of Saxony,11599
2021-12-11,GM14,Sachsen-Anhalt State,3951
2021-12-11,GM15,Free State of Thuringia,5344
2021-12-11,GM16,Berlin State,3922
