date,location,location_name,value
2021-06-18,GM,Germany,90270
2021-06-18,GM01,Baden-Württemberg State,10145
2021-06-18,GM02,Free State of Bavaria,15163
2021-06-18,GM03,Free Hanseatic City of Bremen,482
2021-06-18,GM04,Free Hanseatic City of Hamburg,1585
2021-06-18,GM05,Hesse State,7462
2021-06-18,GM06,Lower Saxony State,5724
2021-06-18,GM07,North Rhine-Westphalia State,17030
2021-06-18,GM08,Rhineland-Palatinate State,3834
2021-06-18,GM09,Saarland State,1019
2021-06-18,GM10,Schleswig-Holstein State,1618
2021-06-18,GM11,Brandenburg State,3786
2021-06-18,GM12,Mecklenburg-Western Pomerania State,1148
2021-06-18,GM13,Free State of Saxony,10011
2021-06-18,GM14,Sachsen-Anhalt State,3411
2021-06-18,GM15,Free State of Thuringia,4311
2021-06-18,GM16,Berlin State,3541
