date,location,location_name,value
2021-08-25,GM,Germany,92061
2021-08-25,GM01,Baden-Württemberg State,10456
2021-08-25,GM02,Free State of Bavaria,15393
2021-08-25,GM03,Free Hanseatic City of Bremen,498
2021-08-25,GM04,Free Hanseatic City of Hamburg,1640
2021-08-25,GM05,Hesse State,7622
2021-08-25,GM06,Lower Saxony State,5845
2021-08-25,GM07,North Rhine-Westphalia State,17383
2021-08-25,GM08,Rhineland-Palatinate State,3921
2021-08-25,GM09,Saarland State,1031
2021-08-25,GM10,Schleswig-Holstein State,1644
2021-08-25,GM11,Brandenburg State,3822
2021-08-25,GM12,Mecklenburg-Western Pomerania State,1187
2021-08-25,GM13,Free State of Saxony,10159
2021-08-25,GM14,Sachsen-Anhalt State,3471
2021-08-25,GM15,Free State of Thuringia,4394
2021-08-25,GM16,Berlin State,3595
