date,location,location_name,value
2021-09-14,GM,Germany,92686
2021-09-14,GM01,Baden-Württemberg State,10548
2021-09-14,GM02,Free State of Bavaria,15480
2021-09-14,GM03,Free Hanseatic City of Bremen,503
2021-09-14,GM04,Free Hanseatic City of Hamburg,1662
2021-09-14,GM05,Hesse State,7668
2021-09-14,GM06,Lower Saxony State,5883
2021-09-14,GM07,North Rhine-Westphalia State,17572
2021-09-14,GM08,Rhineland-Palatinate State,3949
2021-09-14,GM09,Saarland State,1041
2021-09-14,GM10,Schleswig-Holstein State,1668
2021-09-14,GM11,Brandenburg State,3831
2021-09-14,GM12,Mecklenburg-Western Pomerania State,1195
2021-09-14,GM13,Free State of Saxony,10185
2021-09-14,GM14,Sachsen-Anhalt State,3495
2021-09-14,GM15,Free State of Thuringia,4399
2021-09-14,GM16,Berlin State,3607
