date,location,location_name,value
2022-10-28,GM,Germany,153377
2022-10-28,GM01,Baden-Württemberg State,17687
2022-10-28,GM02,Free State of Bavaria,26443
2022-10-28,GM03,Free Hanseatic City of Bremen,861
2022-10-28,GM04,Free Hanseatic City of Hamburg,3129
2022-10-28,GM05,Hesse State,11370
2022-10-28,GM06,Lower Saxony State,11199
2022-10-28,GM07,North Rhine-Westphalia State,28102
2022-10-28,GM08,Rhineland-Palatinate State,6358
2022-10-28,GM09,Saarland State,1917
2022-10-28,GM10,Schleswig-Holstein State,3008
2022-10-28,GM11,Brandenburg State,6034
2022-10-28,GM12,Mecklenburg-Western Pomerania State,2521
2022-10-28,GM13,Free State of Saxony,16197
2022-10-28,GM14,Sachsen-Anhalt State,5839
2022-10-28,GM15,Free State of Thuringia,7790
2022-10-28,GM16,Berlin State,4922
