date,location,location_name,value
2021-09-09,GM,Germany,92498
2021-09-09,GM01,Baden-Württemberg State,10522
2021-09-09,GM02,Free State of Bavaria,15449
2021-09-09,GM03,Free Hanseatic City of Bremen,500
2021-09-09,GM04,Free Hanseatic City of Hamburg,1658
2021-09-09,GM05,Hesse State,7652
2021-09-09,GM06,Lower Saxony State,5869
2021-09-09,GM07,North Rhine-Westphalia State,17519
2021-09-09,GM08,Rhineland-Palatinate State,3940
2021-09-09,GM09,Saarland State,1038
2021-09-09,GM10,Schleswig-Holstein State,1663
2021-09-09,GM11,Brandenburg State,3828
2021-09-09,GM12,Mecklenburg-Western Pomerania State,1194
2021-09-09,GM13,Free State of Saxony,10177
2021-09-09,GM14,Sachsen-Anhalt State,3493
2021-09-09,GM15,Free State of Thuringia,4397
2021-09-09,GM16,Berlin State,3599
