date,location,location_name,value
2022-10-18,GM,Germany,151629
2022-10-18,GM01,Baden-Württemberg State,17483
2022-10-18,GM02,Free State of Bavaria,26149
2022-10-18,GM03,Free Hanseatic City of Bremen,849
2022-10-18,GM04,Free Hanseatic City of Hamburg,3101
2022-10-18,GM05,Hesse State,11206
2022-10-18,GM06,Lower Saxony State,11013
2022-10-18,GM07,North Rhine-Westphalia State,27771
2022-10-18,GM08,Rhineland-Palatinate State,6264
2022-10-18,GM09,Saarland State,1881
2022-10-18,GM10,Schleswig-Holstein State,2961
2022-10-18,GM11,Brandenburg State,5978
2022-10-18,GM12,Mecklenburg-Western Pomerania State,2499
2022-10-18,GM13,Free State of Saxony,16098
2022-10-18,GM14,Sachsen-Anhalt State,5789
2022-10-18,GM15,Free State of Thuringia,7719
2022-10-18,GM16,Berlin State,4868
