date,location,location_name,value
2022-08-12,GM,Germany,145561
2022-08-12,GM01,Baden-Württemberg State,16744
2022-08-12,GM02,Free State of Bavaria,25154
2022-08-12,GM03,Free Hanseatic City of Bremen,819
2022-08-12,GM04,Free Hanseatic City of Hamburg,2884
2022-08-12,GM05,Hesse State,10764
2022-08-12,GM06,Lower Saxony State,10220
2022-08-12,GM07,North Rhine-Westphalia State,26673
2022-08-12,GM08,Rhineland-Palatinate State,5989
2022-08-12,GM09,Saarland State,1791
2022-08-12,GM10,Schleswig-Holstein State,2769
2022-08-12,GM11,Brandenburg State,5807
2022-08-12,GM12,Mecklenburg-Western Pomerania State,2365
2022-08-12,GM13,Free State of Saxony,15778
2022-08-12,GM14,Sachsen-Anhalt State,5577
2022-08-12,GM15,Free State of Thuringia,7490
2022-08-12,GM16,Berlin State,4737
