date,location,location_name,value
2022-06-08,GM,Germany,139533
2022-06-08,GM01,Baden-Württemberg State,16163
2022-06-08,GM02,Free State of Bavaria,24132
2022-06-08,GM03,Free Hanseatic City of Bremen,780
2022-06-08,GM04,Free Hanseatic City of Hamburg,2674
2022-06-08,GM05,Hesse State,10205
2022-06-08,GM06,Lower Saxony State,9398
2022-06-08,GM07,North Rhine-Westphalia State,25482
2022-06-08,GM08,Rhineland-Palatinate State,5694
2022-06-08,GM09,Saarland State,1699
2022-06-08,GM10,Schleswig-Holstein State,2550
2022-06-08,GM11,Brandenburg State,5682
2022-06-08,GM12,Mecklenburg-Western Pomerania State,2236
2022-06-08,GM13,Free State of Saxony,15552
2022-06-08,GM14,Sachsen-Anhalt State,5365
2022-06-08,GM15,Free State of Thuringia,7300
2022-06-08,GM16,Berlin State,4621
