date,location,location_name,value
2022-12-15,GM,Germany,159594
2022-12-15,GM01,Baden-Württemberg State,18368
2022-12-15,GM02,Free State of Bavaria,27312
2022-12-15,GM03,Free Hanseatic City of Bremen,898
2022-12-15,GM04,Free Hanseatic City of Hamburg,3318
2022-12-15,GM05,Hesse State,11805
2022-12-15,GM06,Lower Saxony State,12061
2022-12-15,GM07,North Rhine-Westphalia State,29446
2022-12-15,GM08,Rhineland-Palatinate State,6593
2022-12-15,GM09,Saarland State,1992
2022-12-15,GM10,Schleswig-Holstein State,3223
2022-12-15,GM11,Brandenburg State,6239
2022-12-15,GM12,Mecklenburg-Western Pomerania State,2620
2022-12-15,GM13,Free State of Saxony,16461
2022-12-15,GM14,Sachsen-Anhalt State,6085
2022-12-15,GM15,Free State of Thuringia,7991
2022-12-15,GM16,Berlin State,5182
