date,location,location_name,value
2021-05-06,GM,Germany,84126
2021-05-06,GM01,Baden-Württemberg State,9465
2021-05-06,GM02,Free State of Bavaria,14317
2021-05-06,GM03,Free Hanseatic City of Bremen,458
2021-05-06,GM04,Free Hanseatic City of Hamburg,1513
2021-05-06,GM05,Hesse State,7007
2021-05-06,GM06,Lower Saxony State,5368
2021-05-06,GM07,North Rhine-Westphalia State,15808
2021-05-06,GM08,Rhineland-Palatinate State,3590
2021-05-06,GM09,Saarland State,963
2021-05-06,GM10,Schleswig-Holstein State,1520
2021-05-06,GM11,Brandenburg State,3604
2021-05-06,GM12,Mecklenburg-Western Pomerania State,1018
2021-05-06,GM13,Free State of Saxony,9207
2021-05-06,GM14,Sachsen-Anhalt State,3148
2021-05-06,GM15,Free State of Thuringia,3899
2021-05-06,GM16,Berlin State,3241
