date,location,location_name,value
2022-11-29,GM,Germany,157657
2022-11-29,GM01,Baden-Württemberg State,18196
2022-11-29,GM02,Free State of Bavaria,27083
2022-11-29,GM03,Free Hanseatic City of Bremen,887
2022-11-29,GM04,Free Hanseatic City of Hamburg,3245
2022-11-29,GM05,Hesse State,11663
2022-11-29,GM06,Lower Saxony State,11764
2022-11-29,GM07,North Rhine-Westphalia State,28971
2022-11-29,GM08,Rhineland-Palatinate State,6542
2022-11-29,GM09,Saarland State,1963
2022-11-29,GM10,Schleswig-Holstein State,3143
2022-11-29,GM11,Brandenburg State,6172
2022-11-29,GM12,Mecklenburg-Western Pomerania State,2584
2022-11-29,GM13,Free State of Saxony,16360
2022-11-29,GM14,Sachsen-Anhalt State,6035
2022-11-29,GM15,Free State of Thuringia,7914
2022-11-29,GM16,Berlin State,5135
