date,location,location_name,value
2021-06-17,GM,Germany,90179
2021-06-17,GM01,Baden-Württemberg State,10136
2021-06-17,GM02,Free State of Bavaria,15150
2021-06-17,GM03,Free Hanseatic City of Bremen,481
2021-06-17,GM04,Free Hanseatic City of Hamburg,1582
2021-06-17,GM05,Hesse State,7460
2021-06-17,GM06,Lower Saxony State,5721
2021-06-17,GM07,North Rhine-Westphalia State,17022
2021-06-17,GM08,Rhineland-Palatinate State,3830
2021-06-17,GM09,Saarland State,1018
2021-06-17,GM10,Schleswig-Holstein State,1618
2021-06-17,GM11,Brandenburg State,3765
2021-06-17,GM12,Mecklenburg-Western Pomerania State,1148
2021-06-17,GM13,Free State of Saxony,9998
2021-06-17,GM14,Sachsen-Anhalt State,3408
2021-06-17,GM15,Free State of Thuringia,4307
2021-06-17,GM16,Berlin State,3535
