date,location,location_name,value
2021-06-25,GM,Germany,90678
2021-06-25,GM01,Baden-Württemberg State,10195
2021-06-25,GM02,Free State of Bavaria,15233
2021-06-25,GM03,Free Hanseatic City of Bremen,483
2021-06-25,GM04,Free Hanseatic City of Hamburg,1589
2021-06-25,GM05,Hesse State,7501
2021-06-25,GM06,Lower Saxony State,5754
2021-06-25,GM07,North Rhine-Westphalia State,17105
2021-06-25,GM08,Rhineland-Palatinate State,3874
2021-06-25,GM09,Saarland State,1019
2021-06-25,GM10,Schleswig-Holstein State,1620
2021-06-25,GM11,Brandenburg State,3792
2021-06-25,GM12,Mecklenburg-Western Pomerania State,1151
2021-06-25,GM13,Free State of Saxony,10063
2021-06-25,GM14,Sachsen-Anhalt State,3423
2021-06-25,GM15,Free State of Thuringia,4324
2021-06-25,GM16,Berlin State,3552
