date,location,location_name,value
2022-03-19,GM,Germany,126867
2022-03-19,GM01,Baden-Württemberg State,14773
2022-03-19,GM02,Free State of Bavaria,22082
2022-03-19,GM03,Free Hanseatic City of Bremen,705
2022-03-19,GM04,Free Hanseatic City of Hamburg,2349
2022-03-19,GM05,Hesse State,9479
2022-03-19,GM06,Lower Saxony State,7797
2022-03-19,GM07,North Rhine-Westphalia State,23116
2022-03-19,GM08,Rhineland-Palatinate State,5149
2022-03-19,GM09,Saarland State,1476
2022-03-19,GM10,Schleswig-Holstein State,2221
2022-03-19,GM11,Brandenburg State,5338
2022-03-19,GM12,Mecklenburg-Western Pomerania State,1900
2022-03-19,GM13,Free State of Saxony,14536
2022-03-19,GM14,Sachsen-Anhalt State,4901
2022-03-19,GM15,Free State of Thuringia,6726
2022-03-19,GM16,Berlin State,4319
