date,location,location_name,value
2021-10-01,GM,Germany,93711
2021-10-01,GM01,Baden-Württemberg State,10683
2021-10-01,GM02,Free State of Bavaria,15659
2021-10-01,GM03,Free Hanseatic City of Bremen,510
2021-10-01,GM04,Free Hanseatic City of Hamburg,1733
2021-10-01,GM05,Hesse State,7749
2021-10-01,GM06,Lower Saxony State,5957
2021-10-01,GM07,North Rhine-Westphalia State,17833
2021-10-01,GM08,Rhineland-Palatinate State,3994
2021-10-01,GM09,Saarland State,1052
2021-10-01,GM10,Schleswig-Holstein State,1686
2021-10-01,GM11,Brandenburg State,3852
2021-10-01,GM12,Mecklenburg-Western Pomerania State,1202
2021-10-01,GM13,Free State of Saxony,10221
2021-10-01,GM14,Sachsen-Anhalt State,3538
2021-10-01,GM15,Free State of Thuringia,4415
2021-10-01,GM16,Berlin State,3627
