date,location,location_name,value
2021-11-05,GM,Germany,96346
2021-11-05,GM01,Baden-Württemberg State,11068
2021-11-05,GM02,Free State of Bavaria,16209
2021-11-05,GM03,Free Hanseatic City of Bremen,534
2021-11-05,GM04,Free Hanseatic City of Hamburg,1831
2021-11-05,GM05,Hesse State,7895
2021-11-05,GM06,Lower Saxony State,6109
2021-11-05,GM07,North Rhine-Westphalia State,18305
2021-11-05,GM08,Rhineland-Palatinate State,4114
2021-11-05,GM09,Saarland State,1070
2021-11-05,GM10,Schleswig-Holstein State,1737
2021-11-05,GM11,Brandenburg State,3940
2021-11-05,GM12,Mecklenburg-Western Pomerania State,1259
2021-11-05,GM13,Free State of Saxony,10383
2021-11-05,GM14,Sachsen-Anhalt State,3603
2021-11-05,GM15,Free State of Thuringia,4560
2021-11-05,GM16,Berlin State,3729
