date,location,location_name,value
2021-08-20,GM,Germany,91956
2021-08-20,GM01,Baden-Württemberg State,10437
2021-08-20,GM02,Free State of Bavaria,15385
2021-08-20,GM03,Free Hanseatic City of Bremen,497
2021-08-20,GM04,Free Hanseatic City of Hamburg,1636
2021-08-20,GM05,Hesse State,7614
2021-08-20,GM06,Lower Saxony State,5834
2021-08-20,GM07,North Rhine-Westphalia State,17354
2021-08-20,GM08,Rhineland-Palatinate State,3919
2021-08-20,GM09,Saarland State,1030
2021-08-20,GM10,Schleswig-Holstein State,1641
2021-08-20,GM11,Brandenburg State,3818
2021-08-20,GM12,Mecklenburg-Western Pomerania State,1184
2021-08-20,GM13,Free State of Saxony,10155
2021-08-20,GM14,Sachsen-Anhalt State,3472
2021-08-20,GM15,Free State of Thuringia,4392
2021-08-20,GM16,Berlin State,3588
