date,location,location_name,value
2022-09-22,GM,Germany,149275
2022-09-22,GM01,Baden-Württemberg State,17234
2022-09-22,GM02,Free State of Bavaria,25757
2022-09-22,GM03,Free Hanseatic City of Bremen,834
2022-09-22,GM04,Free Hanseatic City of Hamburg,3045
2022-09-22,GM05,Hesse State,11048
2022-09-22,GM06,Lower Saxony State,10731
2022-09-22,GM07,North Rhine-Westphalia State,27327
2022-09-22,GM08,Rhineland-Palatinate State,6142
2022-09-22,GM09,Saarland State,1842
2022-09-22,GM10,Schleswig-Holstein State,2867
2022-09-22,GM11,Brandenburg State,5895
2022-09-22,GM12,Mecklenburg-Western Pomerania State,2450
2022-09-22,GM13,Free State of Saxony,15997
2022-09-22,GM14,Sachsen-Anhalt State,5700
2022-09-22,GM15,Free State of Thuringia,7607
2022-09-22,GM16,Berlin State,4799
