date,location,location_name,value
2021-09-12,GM,Germany,92606
2021-09-12,GM01,Baden-Württemberg State,10530
2021-09-12,GM02,Free State of Bavaria,15472
2021-09-12,GM03,Free Hanseatic City of Bremen,501
2021-09-12,GM04,Free Hanseatic City of Hamburg,1659
2021-09-12,GM05,Hesse State,7662
2021-09-12,GM06,Lower Saxony State,5876
2021-09-12,GM07,North Rhine-Westphalia State,17550
2021-09-12,GM08,Rhineland-Palatinate State,3947
2021-09-12,GM09,Saarland State,1040
2021-09-12,GM10,Schleswig-Holstein State,1666
2021-09-12,GM11,Brandenburg State,3829
2021-09-12,GM12,Mecklenburg-Western Pomerania State,1195
2021-09-12,GM13,Free State of Saxony,10185
2021-09-12,GM14,Sachsen-Anhalt State,3494
2021-09-12,GM15,Free State of Thuringia,4398
2021-09-12,GM16,Berlin State,3602
