date,location,location_name,value
2022-04-22,GM,Germany,133921
2022-04-22,GM01,Baden-Württemberg State,15623
2022-04-22,GM02,Free State of Bavaria,23304
2022-04-22,GM03,Free Hanseatic City of Bremen,741
2022-04-22,GM04,Free Hanseatic City of Hamburg,2493
2022-04-22,GM05,Hesse State,9829
2022-04-22,GM06,Lower Saxony State,8537
2022-04-22,GM07,North Rhine-Westphalia State,24445
2022-04-22,GM08,Rhineland-Palatinate State,5458
2022-04-22,GM09,Saarland State,1610
2022-04-22,GM10,Schleswig-Holstein State,2403
2022-04-22,GM11,Brandenburg State,5523
2022-04-22,GM12,Mecklenburg-Western Pomerania State,2136
2022-04-22,GM13,Free State of Saxony,15128
2022-04-22,GM14,Sachsen-Anhalt State,5191
2022-04-22,GM15,Free State of Thuringia,7045
2022-04-22,GM16,Berlin State,4455
