date,location,location_name,value
2021-03-28,GM,Germany,75870
2021-03-28,GM01,Baden-Württemberg State,8632
2021-03-28,GM02,Free State of Bavaria,13142
2021-03-28,GM03,Free Hanseatic City of Bremen,401
2021-03-28,GM04,Free Hanseatic City of Hamburg,1372
2021-03-28,GM05,Hesse State,6278
2021-03-28,GM06,Lower Saxony State,4810
2021-03-28,GM07,North Rhine-Westphalia State,14113
2021-03-28,GM08,Rhineland-Palatinate State,3305
2021-03-28,GM09,Saarland State,924
2021-03-28,GM10,Schleswig-Holstein State,1425
2021-03-28,GM11,Brandenburg State,3275
2021-03-28,GM12,Mecklenburg-Western Pomerania State,846
2021-03-28,GM13,Free State of Saxony,8329
2021-03-28,GM14,Sachsen-Anhalt State,2692
2021-03-28,GM15,Free State of Thuringia,3291
2021-03-28,GM16,Berlin State,3035
