date,location,location_name,value
2021-05-18,GM,Germany,86381
2021-05-18,GM01,Baden-Württemberg State,9725
2021-05-18,GM02,Free State of Bavaria,14632
2021-05-18,GM03,Free Hanseatic City of Bremen,469
2021-05-18,GM04,Free Hanseatic City of Hamburg,1533
2021-05-18,GM05,Hesse State,7151
2021-05-18,GM06,Lower Saxony State,5491
2021-05-18,GM07,North Rhine-Westphalia State,16313
2021-05-18,GM08,Rhineland-Palatinate State,3652
2021-05-18,GM09,Saarland State,980
2021-05-18,GM10,Schleswig-Holstein State,1566
2021-05-18,GM11,Brandenburg State,3675
2021-05-18,GM12,Mecklenburg-Western Pomerania State,1086
2021-05-18,GM13,Free State of Saxony,9387
2021-05-18,GM14,Sachsen-Anhalt State,3226
2021-05-18,GM15,Free State of Thuringia,4092
2021-05-18,GM16,Berlin State,3403
