date,location,location_name,value
2021-11-16,GM,Germany,97980
2021-11-16,GM01,Baden-Württemberg State,11297
2021-11-16,GM02,Free State of Bavaria,16648
2021-11-16,GM03,Free Hanseatic City of Bremen,536
2021-11-16,GM04,Free Hanseatic City of Hamburg,1849
2021-11-16,GM05,Hesse State,7984
2021-11-16,GM06,Lower Saxony State,6183
2021-11-16,GM07,North Rhine-Westphalia State,18539
2021-11-16,GM08,Rhineland-Palatinate State,4185
2021-11-16,GM09,Saarland State,1088
2021-11-16,GM10,Schleswig-Holstein State,1754
2021-11-16,GM11,Brandenburg State,3988
2021-11-16,GM12,Mecklenburg-Western Pomerania State,1281
2021-11-16,GM13,Free State of Saxony,10546
2021-11-16,GM14,Sachsen-Anhalt State,3648
2021-11-16,GM15,Free State of Thuringia,4692
2021-11-16,GM16,Berlin State,3762
