date,location,location_name,value
2021-06-12,GM,Germany,89816
2021-06-12,GM01,Baden-Württemberg State,10072
2021-06-12,GM02,Free State of Bavaria,15096
2021-06-12,GM03,Free Hanseatic City of Bremen,478
2021-06-12,GM04,Free Hanseatic City of Hamburg,1580
2021-06-12,GM05,Hesse State,7432
2021-06-12,GM06,Lower Saxony State,5697
2021-06-12,GM07,North Rhine-Westphalia State,16977
2021-06-12,GM08,Rhineland-Palatinate State,3783
2021-06-12,GM09,Saarland State,1016
2021-06-12,GM10,Schleswig-Holstein State,1613
2021-06-12,GM11,Brandenburg State,3755
2021-06-12,GM12,Mecklenburg-Western Pomerania State,1145
2021-06-12,GM13,Free State of Saxony,9972
2021-06-12,GM14,Sachsen-Anhalt State,3399
2021-06-12,GM15,Free State of Thuringia,4283
2021-06-12,GM16,Berlin State,3518
