date,location,location_name,value
2022-07-03,GM,Germany,141292
2022-07-03,GM01,Baden-Württemberg State,16354
2022-07-03,GM02,Free State of Bavaria,24448
2022-07-03,GM03,Free Hanseatic City of Bremen,794
2022-07-03,GM04,Free Hanseatic City of Hamburg,2728
2022-07-03,GM05,Hesse State,10388
2022-07-03,GM06,Lower Saxony State,9695
2022-07-03,GM07,North Rhine-Westphalia State,25771
2022-07-03,GM08,Rhineland-Palatinate State,5760
2022-07-03,GM09,Saarland State,1720
2022-07-03,GM10,Schleswig-Holstein State,2616
2022-07-03,GM11,Brandenburg State,5719
2022-07-03,GM12,Mecklenburg-Western Pomerania State,2263
2022-07-03,GM13,Free State of Saxony,15607
2022-07-03,GM14,Sachsen-Anhalt State,5413
2022-07-03,GM15,Free State of Thuringia,7367
2022-07-03,GM16,Berlin State,4649
