date,location,location_name,value
2022-06-02,GM,Germany,139222
2022-06-02,GM01,Baden-Württemberg State,16130
2022-06-02,GM02,Free State of Bavaria,24089
2022-06-02,GM03,Free Hanseatic City of Bremen,775
2022-06-02,GM04,Free Hanseatic City of Hamburg,2656
2022-06-02,GM05,Hesse State,10156
2022-06-02,GM06,Lower Saxony State,9352
2022-06-02,GM07,North Rhine-Westphalia State,25451
2022-06-02,GM08,Rhineland-Palatinate State,5684
2022-06-02,GM09,Saarland State,1688
2022-06-02,GM10,Schleswig-Holstein State,2546
2022-06-02,GM11,Brandenburg State,5673
2022-06-02,GM12,Mecklenburg-Western Pomerania State,2229
2022-06-02,GM13,Free State of Saxony,15528
2022-06-02,GM14,Sachsen-Anhalt State,5358
2022-06-02,GM15,Free State of Thuringia,7291
2022-06-02,GM16,Berlin State,4616
