date,location,location_name,value
2022-04-09,GM,Germany,131679
2022-04-09,GM01,Baden-Württemberg State,15368
2022-04-09,GM02,Free State of Bavaria,22939
2022-04-09,GM03,Free Hanseatic City of Bremen,726
2022-04-09,GM04,Free Hanseatic City of Hamburg,2424
2022-04-09,GM05,Hesse State,9707
2022-04-09,GM06,Lower Saxony State,8312
2022-04-09,GM07,North Rhine-Westphalia State,24029
2022-04-09,GM08,Rhineland-Palatinate State,5354
2022-04-09,GM09,Saarland State,1566
2022-04-09,GM10,Schleswig-Holstein State,2340
2022-04-09,GM11,Brandenburg State,5469
2022-04-09,GM12,Mecklenburg-Western Pomerania State,2064
2022-04-09,GM13,Free State of Saxony,14941
2022-04-09,GM14,Sachsen-Anhalt State,5104
2022-04-09,GM15,Free State of Thuringia,6929
2022-04-09,GM16,Berlin State,4407
