date,location,location_name,value
2022-03-24,GM,Germany,127822
2022-03-24,GM01,Baden-Württemberg State,14878
2022-03-24,GM02,Free State of Bavaria,22247
2022-03-24,GM03,Free Hanseatic City of Bremen,710
2022-03-24,GM04,Free Hanseatic City of Hamburg,2361
2022-03-24,GM05,Hesse State,9529
2022-03-24,GM06,Lower Saxony State,7890
2022-03-24,GM07,North Rhine-Westphalia State,23332
2022-03-24,GM08,Rhineland-Palatinate State,5187
2022-03-24,GM09,Saarland State,1497
2022-03-24,GM10,Schleswig-Holstein State,2254
2022-03-24,GM11,Brandenburg State,5370
2022-03-24,GM12,Mecklenburg-Western Pomerania State,1937
2022-03-24,GM13,Free State of Saxony,14595
2022-03-24,GM14,Sachsen-Anhalt State,4943
2022-03-24,GM15,Free State of Thuringia,6755
2022-03-24,GM16,Berlin State,4337
