date,location,location_name,value
2021-11-04,GM,Germany,96192
2021-11-04,GM01,Baden-Württemberg State,11048
2021-11-04,GM02,Free State of Bavaria,16170
2021-11-04,GM03,Free Hanseatic City of Bremen,534
2021-11-04,GM04,Free Hanseatic City of Hamburg,1826
2021-11-04,GM05,Hesse State,7878
2021-11-04,GM06,Lower Saxony State,6105
2021-11-04,GM07,North Rhine-Westphalia State,18283
2021-11-04,GM08,Rhineland-Palatinate State,4111
2021-11-04,GM09,Saarland State,1069
2021-11-04,GM10,Schleswig-Holstein State,1737
2021-11-04,GM11,Brandenburg State,3937
2021-11-04,GM12,Mecklenburg-Western Pomerania State,1255
2021-11-04,GM13,Free State of Saxony,10375
2021-11-04,GM14,Sachsen-Anhalt State,3597
2021-11-04,GM15,Free State of Thuringia,4548
2021-11-04,GM16,Berlin State,3719
