date,location,location_name,value
2022-11-02,GM,Germany,153814
2022-11-02,GM01,Baden-Württemberg State,17733
2022-11-02,GM02,Free State of Bavaria,26519
2022-11-02,GM03,Free Hanseatic City of Bremen,866
2022-11-02,GM04,Free Hanseatic City of Hamburg,3143
2022-11-02,GM05,Hesse State,11435
2022-11-02,GM06,Lower Saxony State,11219
2022-11-02,GM07,North Rhine-Westphalia State,28179
2022-11-02,GM08,Rhineland-Palatinate State,6369
2022-11-02,GM09,Saarland State,1921
2022-11-02,GM10,Schleswig-Holstein State,3024
2022-11-02,GM11,Brandenburg State,6051
2022-11-02,GM12,Mecklenburg-Western Pomerania State,2529
2022-11-02,GM13,Free State of Saxony,16218
2022-11-02,GM14,Sachsen-Anhalt State,5843
2022-11-02,GM15,Free State of Thuringia,7813
2022-11-02,GM16,Berlin State,4952
