date,location,location_name,value
2022-12-14,GM,Germany,159364
2022-12-14,GM01,Baden-Württemberg State,18357
2022-12-14,GM02,Free State of Bavaria,27283
2022-12-14,GM03,Free Hanseatic City of Bremen,898
2022-12-14,GM04,Free Hanseatic City of Hamburg,3302
2022-12-14,GM05,Hesse State,11793
2022-12-14,GM06,Lower Saxony State,12034
2022-12-14,GM07,North Rhine-Westphalia State,29375
2022-12-14,GM08,Rhineland-Palatinate State,6588
2022-12-14,GM09,Saarland State,1991
2022-12-14,GM10,Schleswig-Holstein State,3218
2022-12-14,GM11,Brandenburg State,6232
2022-12-14,GM12,Mecklenburg-Western Pomerania State,2616
2022-12-14,GM13,Free State of Saxony,16445
2022-12-14,GM14,Sachsen-Anhalt State,6076
2022-12-14,GM15,Free State of Thuringia,7983
2022-12-14,GM16,Berlin State,5173
