date,location,location_name,value
2022-02-05,GM,Germany,118676
2022-02-05,GM01,Baden-Württemberg State,13759
2022-02-05,GM02,Free State of Bavaria,20627
2022-02-05,GM03,Free Hanseatic City of Bremen,654
2022-02-05,GM04,Free Hanseatic City of Hamburg,2167
2022-02-05,GM05,Hesse State,8880
2022-02-05,GM06,Lower Saxony State,7137
2022-02-05,GM07,North Rhine-Westphalia State,21269
2022-02-05,GM08,Rhineland-Palatinate State,4829
2022-02-05,GM09,Saarland State,1338
2022-02-05,GM10,Schleswig-Holstein State,1993
2022-02-05,GM11,Brandenburg State,5020
2022-02-05,GM12,Mecklenburg-Western Pomerania State,1657
2022-02-05,GM13,Free State of Saxony,14137
2022-02-05,GM14,Sachsen-Anhalt State,4628
2022-02-05,GM15,Free State of Thuringia,6446
2022-02-05,GM16,Berlin State,4135
