date,location,location_name,value
2022-12-06,GM,Germany,158386
2022-12-06,GM01,Baden-Württemberg State,18271
2022-12-06,GM02,Free State of Bavaria,27174
2022-12-06,GM03,Free Hanseatic City of Bremen,891
2022-12-06,GM04,Free Hanseatic City of Hamburg,3269
2022-12-06,GM05,Hesse State,11728
2022-12-06,GM06,Lower Saxony State,11848
2022-12-06,GM07,North Rhine-Westphalia State,29177
2022-12-06,GM08,Rhineland-Palatinate State,6563
2022-12-06,GM09,Saarland State,1981
2022-12-06,GM10,Schleswig-Holstein State,3163
2022-12-06,GM11,Brandenburg State,6202
2022-12-06,GM12,Mecklenburg-Western Pomerania State,2592
2022-12-06,GM13,Free State of Saxony,16392
2022-12-06,GM14,Sachsen-Anhalt State,6053
2022-12-06,GM15,Free State of Thuringia,7927
2022-12-06,GM16,Berlin State,5155
