date,location,location_name,value
2021-06-06,GM,Germany,89222
2021-06-06,GM01,Baden-Württemberg State,10017
2021-06-06,GM02,Free State of Bavaria,15014
2021-06-06,GM03,Free Hanseatic City of Bremen,475
2021-06-06,GM04,Free Hanseatic City of Hamburg,1571
2021-06-06,GM05,Hesse State,7397
2021-06-06,GM06,Lower Saxony State,5663
2021-06-06,GM07,North Rhine-Westphalia State,16858
2021-06-06,GM08,Rhineland-Palatinate State,3753
2021-06-06,GM09,Saarland State,1012
2021-06-06,GM10,Schleswig-Holstein State,1603
2021-06-06,GM11,Brandenburg State,3743
2021-06-06,GM12,Mecklenburg-Western Pomerania State,1126
2021-06-06,GM13,Free State of Saxony,9858
2021-06-06,GM14,Sachsen-Anhalt State,3371
2021-06-06,GM15,Free State of Thuringia,4256
2021-06-06,GM16,Berlin State,3505
