date,location,location_name,value
2021-06-22,GM,Germany,90472
2021-06-22,GM01,Baden-Württemberg State,10170
2021-06-22,GM02,Free State of Bavaria,15201
2021-06-22,GM03,Free Hanseatic City of Bremen,483
2021-06-22,GM04,Free Hanseatic City of Hamburg,1587
2021-06-22,GM05,Hesse State,7490
2021-06-22,GM06,Lower Saxony State,5733
2021-06-22,GM07,North Rhine-Westphalia State,17064
2021-06-22,GM08,Rhineland-Palatinate State,3871
2021-06-22,GM09,Saarland State,1019
2021-06-22,GM10,Schleswig-Holstein State,1619
2021-06-22,GM11,Brandenburg State,3788
2021-06-22,GM12,Mecklenburg-Western Pomerania State,1148
2021-06-22,GM13,Free State of Saxony,10024
2021-06-22,GM14,Sachsen-Anhalt State,3414
2021-06-22,GM15,Free State of Thuringia,4316
2021-06-22,GM16,Berlin State,3545
